x	y	color
35966.3359375	8430.6572265625	0
35814.20703125	8366.04296875	0
35816.99609375	8425.78515625	0
35807.74609375	8403.5654296875	0
35854.91796875	8390.8349609375	0
35659.46875	8637.4580078125	0
35661.09765625	8714.7685546875	0
35697.93359375	8682.58984375	0
35604.98828125	8680.98828125	0
36041.37890625	8656.4892578125	0
36020.5546875	8688.140625	0
35975.80078125	8696.166015625	0
36051.8125	8700.5478515625	0
35997.73046875	8712.7666015625	0
36039.28125	8583.7392578125	0
36002.5	8635.6494140625	0
36033.9453125	8627.9951171875	0
35999.6015625	8602.75	0
35968.765625	8493.2138671875	0
35984.55078125	8528.5859375	0
34442.3125	7923.2060546875	0
35122.94140625	8140.04541015625	0
35338.84375	8487.25	0
35194.6171875	8796.7890625	0
35177.765625	8510.560546875	0
34990.2265625	8533.232421875	0
35075.59765625	8535.048828125	0
35020.390625	8539.8740234375	0
34924.40234375	8786.4892578125	0
34963.58984375	8492.80859375	0
34957.16015625	8538.5068359375	0
34910.36328125	8520.2861328125	0
34661.1015625	8930.2822265625	0
34706.83984375	9022	0
35395.74609375	9045.611328125	0
35495.33203125	9123.833984375	0
35492.0625	9010.3427734375	0
35485.44921875	9072.4599609375	0
35430.16015625	9051.267578125	0
35161.30078125	9181.392578125	0
35117.62890625	9218.58203125	0
35082.0625	9212.802734375	0
34624.52734375	8452.1474609375	0
35427.96484375	7956.41357421875	0
35348.0234375	8252.3017578125	0
35321.7109375	8217.35546875	0
35291.2734375	8421.3466796875	0
35362.79296875	8285.0341796875	0
35320.6484375	8314.298828125	0
40326.10546875	8030.900390625	0
40313.13671875	8070.14697265625	0
40599.02734375	8229.8720703125	0
40647.52734375	8250.482421875	0
40638.5390625	8215.265625	0
40585.4765625	8537.2626953125	0
40665.8515625	8568.3095703125	0
40589.88671875	8574.271484375	0
40624.8359375	8539.7255859375	0
40662.74609375	8298.720703125	0
40615.4140625	8501.1796875	0
40602.1953125	8461.1513671875	0
40624.3359375	8312.798828125	0
40434.859375	8242.275390625	0
40459.12109375	8299.66015625	0
40444.2578125	8273.091796875	0
40430.921875	8215.42578125	0
40353.54296875	8217.1171875	0
40393.96484375	8231.1240234375	0
40405.0390625	8194.7509765625	0
40459.17578125	8099.38720703125	0
40464.86328125	8146.314453125	0
40402.57421875	8127.640625	0
40408.28515625	8096.6552734375	0
40649.35546875	8173.27294921875	0
40515.4375	8237.171875	0
40582.34765625	8292.6767578125	0
40599.640625	8267.607421875	0
40556.50390625	8209.5634765625	0
40566.4765625	8169.70654296875	0
40533.640625	8274.7939453125	0
40630.4921875	7898.39404296875	0
40001.10546875	8395.5556640625	0
39926.3671875	8325.3369140625	0
39945.328125	8282.0068359375	0
39899.55078125	8295.302734375	0
40097.96875	8215.64453125	0
